OHSU1	87316316	
OHSU1	87157536	
OHSU1	87114238	
OHSU1	87316318	
OHSU1	87316322	
OHSU1	87227754	
OHSU1	87238778	
OHSU1	87153566	
OHSU1	87316320	
OHSU1	87077379	
OHSU1	87066576	
OHSU1	87114242	
OHSU1	87051260	
OHSU1	87316317	
OHSU1	87097544	
OHSU1	87130555	
OHSU1	87153569	
OHSU1	87210458	
OHSU1	87247377	
OHSU1	87184723	
OHSU1	87210457	
OHSU1	87210456	
OHSU1	87210454	
OHSU1	87225363	
OHSU1	87189233	
OHSU1	87234566	
OHSU1	87267279	
OHSU1	87210459	
OHSU1	87275457	
OHSU1	87084383	
OHSU1	87201703	
OHSU1	87069373	
OHSU1	87299569	
OHSU1	87210462	
OHSU1	87316187	
OHSU1	87116809	
OHSU1	87316321	
OHSU1	87259251	
OHSU1	87145433	
OHSU1	87210267	
OHSU1	87131918	
OHSU1	87210455	
OHSU1	87086987	
OHSU1	87263563	
OHSU1	87212285	
OHSU1	87073580	
OHSU1	87130532	
OHSU1	87243946	
OHSU1	87303225	
OHSU1	87104967	
OHSU2	87079247	
OHSU2	87058538	
OHSU2	87324032	
OHSU2	87198965	
OHSU2	87057614	
OHSU2	87230756	
OHSU2	87265157	
OHSU2	87264747	
OHSU2	87309677	
OHSU2	87239847	
OHSU2	87154262	
OHSU2	87053031	
OHSU2	87060684	
OHSU2	87224497	
OHSU2	87085149	
OHSU2	87233609	
OHSU2	87297014	
OHSU2	87083927	
OHSU2	87223117	
OHSU2	87325196	
OHSU2	87102503	
OHSU2	87076950	
OHSU2	87214537	
OHSU2	87314084	
OHSU2	87296148	
OHSU2	87153231	
OHSU2	87210441	
OHSU2	87110870	
OHSU2	87225438	
OHSU2	87272039	
OHSU2	87302661	
OHSU2	87254296	
OHSU2	87093734	
OHSU2	87267688	
OHSU2	87243212	
OHSU2	87295908	
OHSU2	87209899	
OHSU2	87143727	
OHSU2	87234890	
OHSU2	87300130	
OHSU2	87065512	
OHSU2	87198510	
OHSU2	87154127	
OHSU2	87097138	
OHSU2	87187048	
OHSU2	87153769	
OHSU2	87060673	
OHSU2	87324495	
OHSU2	87267511	
OHSU2	87158557	
OHSU3	87325485	
OHSU3	87242958	
OHSU3	87283604	
OHSU3	87325763	
OHSU3	87270898	
OHSU3	87154817	
OHSU3	87296074	
OHSU3	87264624	
OHSU3	87169516	
OHSU3	87153220	
OHSU3	87283613	
OHSU3	87127362	
OHSU3	87200260	
OHSU3	87270899	
OHSU3	87212094	
OHSU3	87084026	
OHSU3	87141015	
OHSU3	87198514	
OHSU3	87213431	
OHSU3	87155637	
OHSU3	87139668	
OHSU3	87155935	
OHSU3	87223174	
OHSU3	87309674	
OHSU3	87097495	
OHSU3	87212093	
OHSU3	87116813	
OHSU3	87272039	
OHSU3	87299278	
OHSU3	87225357	
OHSU3	87125630	
OHSU3	87267768	
OHSU3	87250730	
OHSU3	87185084	
OHSU3	87298647	
OHSU3	87196576	
OHSU3	87182413	
OHSU3	87268920	
